state,action_date,naics_description,transaction_description,total_dollars_obligated,current_total_value_of_award,potential_total_value_of_award,object,program
FLORIDA,2017,,DHS BULK CLOSE OUT,,,,,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION AND DETENTION RELATED SERVICES.,,,,,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF  DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
WASHINGTON,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",65718510.49,65718510.49,65718510.49,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
COLORADO,2018,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA. IGF::CT::IGF",12636179.77,12636179.77,12636179.77,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
WASHINGTON,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",65718510.49,65718510.49,65718510.49,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],,,,25.1: Advisory and assistance services,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],,,,25.1: Advisory and assistance services,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [NY],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",61003999.56,61003999.56,61003999.56,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,0005: CAS - ENFORCEMENT AND REMOVAL OPERTIONS
TEXAS,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DHS BULK CLOSE OUT,,,,,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,DETENTION SERVICES,8760175.88,8760175.88,8760175.88,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2018,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,5654320.62,5654320.62,5654320.62,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [MIA],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],,,,25.1: Advisory and assistance services,
FLORIDA,2017,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),IGF::CT::IGF DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],,,,25.1: Advisory and assistance services,
TEXAS,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DHS BULK CLOSE OUT,,,,,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2018,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,5590465.62,5590465.62,5590465.62,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
COLORADO,2017,FACILITIES SUPPORT SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],,,,25.1: Advisory and assistance services,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION AND DETENTION RELATED SERVICES.,,,,,
DISTRICT OF COLUMBIA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF FAMILY CASE MANAGEMENT SERVICES,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [DC],,,,25.1: Advisory and assistance services,
FLORIDA,2017,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),DHS BULK CLOSE OUT,,,,,
,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
CALIFORNIA,2017,CORRECTIONAL INSTITUTIONS,DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF FAMILY CASE MANAGEMENT SERVICES,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],,,,25.1: Advisory and assistance services,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],,,,25.1: Advisory and assistance services,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF FAMILY CASE MANAGEMENT SERVICES,2232340.21,2232340.21,2232340.21,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,1933766.81,1933766.81,1933766.81,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
TEXAS,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
TEXAS,2016,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
TEXAS,2016,FACILITIES SUPPORT SERVICES,GEO GROUP CONTRACT HSCEDM-12-D-00001 FOR SOUTH TEXAS DETENTION COMPLEX.  TASK ORDER HSCEDM-14-J-00008 IGF::OT::IGF,,,,,
WASHINGTON,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",65718510.49,65718510.49,65718510.49,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF. DETENTION MANAGEMENT, MEDICAL, TRANSPORTATION, FOOD SERVICES FOR DHS/ICE AURORA, CO GEO GROUP COCA FACILITY.",,,,,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
TEXAS,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF GEO GROUP INC. DETENTION SERVICES,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,DETENTION SERVICES,51662696.58,51662696.58,51662696.58,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [DC],,,,25.1: Advisory and assistance services,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],,,,25.1: Advisory and assistance services,
DISTRICT OF COLUMBIA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],,,,25.1: Advisory and assistance services,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,1931999.6,1931999.6,1931999.6,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,2696518.58,2696518.58,2696518.58,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,5654320.62,5654320.62,5654320.62,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [DC],,,,25.1: Advisory and assistance services,
DISTRICT OF COLUMBIA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2018,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF FAMILY CASE MANAGEMENT SERVICES,2190859.07,2190859.07,2190859.07,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,17356.68,17356.68,25.4: Operation and maintenance of facilities,
FLORIDA,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
COLORADO,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,2019499.95,2019499.95,2019499.95,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF HOUSTON DETENTION FACILITY,600.0,600.0,600.0,25.4: Operation and maintenance of facilities,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
COLORADO,2017,FACILITIES SUPPORT SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,,,21.0: Travel and transportation of persons,
FLORIDA,2018,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,4167495.76,4167495.76,4167495.76,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",16251.84,16251.84,16251.84,25.4: Operation and maintenance of facilities,
FLORIDA,2017,,DHS BULK CLOSE OUT,,,,,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",59949555.1,59949555.1,59949555.1,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
WASHINGTON,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",59949555.1,59949555.1,59949555.1,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION AND DETENTION RELATED SERVICES.,,,,,
FLORIDA,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
WASHINGTON,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",59949555.1,59949555.1,59949555.1,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [MIA],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,2147276.63,2147276.63,2147276.63,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2016,FACILITIES SUPPORT SERVICES,IGF::CL::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,,
TEXAS,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION SERVICES,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
TEXAS,2016,FACILITIES SUPPORT SERVICES,REFERENCE SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. OPTION YEAR 3 IGF::OT::IGF,,,,,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [MIA],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA. IGF::CT::IGF",30799575.31,30799575.31,30799575.31,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,48196696.62,48196696.62,48196696.62,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
COLORADO,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF  DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,12703916.15,12703916.15,12703916.15,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],,,,25.1: Advisory and assistance services,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],,,,25.1: Advisory and assistance services,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [DC],,,,25.1: Advisory and assistance services,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],,,,25.1: Advisory and assistance services,
CALIFORNIA,2016,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [MIA],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,,,21.0: Travel and transportation of persons,
TEXAS,2016,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],,,,25.1: Advisory and assistance services,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
WASHINGTON,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",59949555.1,59949555.1,59949555.1,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,15107024.87,15107024.87,15107024.87,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
